826.8,112.52,90
823,161,90
823,661,90
993,673,0
993,653,270
437,661,180
367,661,180
437,661,0
437,840,90
385,853,90
371,1137,90
385,1137,0
385,853,270
443,801,270
437,661,0
823,661,270
826.8,112.52,270
