826.8,112.52,90
823,161,90
823,661,90
993,653,0
993,673,90
437,661,180
360,680,180
360,653,270
437,661,0
437,840,90
385,853,90
392,1142,90
366,1142,180
385,853,270
443,801,270
437,661,0
823,661,270
826.8,112.52,270
