826.8,162.52,90
826.8,662.64,90
970.15,662.64,0
442.72,662.64,180
442.72,791.63,90
397.77,846.02,129.58
382.91,878.87,114.34
379.09,905.05,98.3
379.09,1100.56,90
379.09,905.05,270
382.91,878.78,278.3
397.77,846.02,294.34
442.72,791.63,309.58
442.72,662.64,270
826.8,662.64,0
826.8,162.52,270
